STATE OF DISPLACEMET,STATE CODE,LOCALITY OF DISPLACEMENT,LOCALITY_ CODE,IDPs,HHs,  SUDANESE  , NON SUDANESE,State_Of_Origin,IDPs_by_state_of_origin
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, Aj Jazirah,11562
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, Central Darfur,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, East Darfur,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, Khartoum,44593
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, North Darfur,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, North Kordofan,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, Sennar,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, South Darfur,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, South Kordofan,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, West Darfur,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, West Kordofan,0
Aj Jazirah,SD15,Al Hasahisa,SD15034,56155,10935,56155,0, White Nile,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, Aj Jazirah,5934
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, Central Darfur,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, East Darfur,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, Khartoum,61503
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, North Darfur,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, North Kordofan,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, Sennar,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, South Darfur,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, South Kordofan,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, West Darfur,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, West Kordofan,0
Aj Jazirah,SD15,Al Kamlin,SD15035,67437,13418,67437,0, White Nile,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, Aj Jazirah,31930
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, Central Darfur,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, East Darfur,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, Khartoum,18173
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, North Darfur,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, North Kordofan,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, Sennar,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, South Darfur,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, South Kordofan,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, West Darfur,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, West Kordofan,0
Aj Jazirah,SD15,Al Manaqil,SD15036,50103,10015,50103,0, White Nile,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, Aj Jazirah,44894
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, Central Darfur,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, East Darfur,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, Khartoum,31600
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, North Darfur,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, North Kordofan,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, Sennar,120
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, South Darfur,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, South Kordofan,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, West Darfur,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, West Kordofan,0
Aj Jazirah,SD15,Al Qurashi,SD15037,80456,16028,80456,0, White Nile,3842
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, Aj Jazirah,18173
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, Central Darfur,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, East Darfur,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, Khartoum,5525
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, North Darfur,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, North Kordofan,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, Sennar,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, South Darfur,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, South Kordofan,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, West Darfur,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, West Kordofan,0
Aj Jazirah,SD15,Janub Al Jazirah,SD15031,23698,4419,23698,0, White Nile,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, Aj Jazirah,14133
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, Central Darfur,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, East Darfur,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, Khartoum,8022
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, North Darfur,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, North Kordofan,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, Sennar,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, South Darfur,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, South Kordofan,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, West Darfur,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, West Kordofan,0
Aj Jazirah,SD15,Medani Al Kubra,SD15030,22155,4431,22155,0, White Nile,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, Aj Jazirah,12128
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, Central Darfur,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, East Darfur,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, Khartoum,19635
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, North Darfur,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, North Kordofan,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, Sennar,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, South Darfur,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, South Kordofan,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, West Darfur,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, West Kordofan,0
Aj Jazirah,SD15,Sharg Al Jazirah,SD15033,31763,6350,31763,0, White Nile,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, Aj Jazirah,27273
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, Central Darfur,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, East Darfur,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, Khartoum,7858
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, North Darfur,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, North Kordofan,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, Sennar,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, South Darfur,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, South Kordofan,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, West Darfur,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, West Kordofan,0
Aj Jazirah,SD15,Um Algura,SD15032,35131,6891,35131,0, White Nile,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, Aj Jazirah,175
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, Central Darfur,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, East Darfur,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, Khartoum,1060
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, North Darfur,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, North Kordofan,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, Sennar,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, South Darfur,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, South Kordofan,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, West Darfur,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, West Kordofan,0
Blue Nile,SD08,Al Kurmuk,SD08106,1235,247,1235,0, White Nile,0
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, Aj Jazirah,6010
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, Central Darfur,0
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, East Darfur,0
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, Khartoum,30080
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, North Darfur,0
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, North Kordofan,0
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, Sennar,66
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, South Darfur,60
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, South Kordofan,645
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, West Darfur,0
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, West Kordofan,0
Blue Nile,SD08,Ar Rusayris,SD08107,36871,7320,36871,0, White Nile,10
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, Aj Jazirah,605
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, Central Darfur,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, East Darfur,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, Khartoum,4425
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, North Darfur,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, North Kordofan,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, Sennar,500
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, South Darfur,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, South Kordofan,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, West Darfur,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, West Kordofan,0
Blue Nile,SD08,At Tadamon - BN,SD08108,5530,1106,5530,0, White Nile,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, Aj Jazirah,1620
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, Central Darfur,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, East Darfur,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, Khartoum,6535
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, North Darfur,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, North Kordofan,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, Sennar,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, South Darfur,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, South Kordofan,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, West Darfur,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, West Kordofan,0
Blue Nile,SD08,Baw,SD08104,8155,1631,8155,0, White Nile,0
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, Aj Jazirah,7689
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, Central Darfur,0
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, East Darfur,0
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, Khartoum,79125
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, North Darfur,5
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, North Kordofan,35
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, Sennar,120
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, South Darfur,115
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, South Kordofan,385
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, West Darfur,0
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, West Kordofan,0
Blue Nile,SD08,Ed Damazine,SD08105,87474,17471,86979,495, White Nile,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, Aj Jazirah,2722
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, Central Darfur,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, East Darfur,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, Khartoum,3043
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, North Darfur,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, North Kordofan,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, Sennar,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, South Darfur,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, South Kordofan,445
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, West Darfur,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, West Kordofan,0
Blue Nile,SD08,Geisan,SD08109,6210,1087,6210,0, White Nile,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, Aj Jazirah,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, Central Darfur,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, East Darfur,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, Khartoum,1285
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, North Darfur,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, North Kordofan,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, Sennar,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, South Darfur,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, South Kordofan,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, West Darfur,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, West Kordofan,0
Blue Nile,SD08,Wad Al Mahi,SD08110,1285,257,1285,0, White Nile,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, Aj Jazirah,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, Central Darfur,500
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, East Darfur,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, Khartoum,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, North Darfur,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, North Kordofan,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, Sennar,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, South Darfur,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, South Kordofan,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, West Darfur,52700
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, West Kordofan,0
Central Darfur,SD06,Azum,SD06110,53200,10640,53200,0, White Nile,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, Aj Jazirah,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, Central Darfur,35160
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, East Darfur,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, Khartoum,205
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, North Darfur,495
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, North Kordofan,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, Sennar,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, South Darfur,7500
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, South Kordofan,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, West Darfur,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, West Kordofan,0
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,43360,8672,43360,0, White Nile,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, Aj Jazirah,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, Central Darfur,2625
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, East Darfur,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, Khartoum,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, North Darfur,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, North Kordofan,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, Sennar,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, South Darfur,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, South Kordofan,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, West Darfur,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, West Kordofan,0
Central Darfur,SD06,Mukjar,SD06130,2625,525,2625,0, White Nile,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, Aj Jazirah,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, Central Darfur,11980
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, East Darfur,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, Khartoum,1050
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, North Darfur,71135
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, North Kordofan,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, Sennar,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, South Darfur,2680
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, South Kordofan,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, West Darfur,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, West Kordofan,0
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,86845,17369,86845,0, White Nile,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, Aj Jazirah,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, Central Darfur,36375
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, East Darfur,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, Khartoum,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, North Darfur,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, North Kordofan,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, Sennar,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, South Darfur,3775
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, South Kordofan,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, West Darfur,1750
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, West Kordofan,0
Central Darfur,SD06,Um Dukhun,SD06135,41900,8380,41900,0, White Nile,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, Aj Jazirah,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, Central Darfur,16430
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, East Darfur,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, Khartoum,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, North Darfur,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, North Kordofan,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, Sennar,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, South Darfur,400
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, South Kordofan,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, West Darfur,1200
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, West Kordofan,0
Central Darfur,SD06,Wadi Salih,SD06137,18030,3606,18030,0, White Nile,0
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, Aj Jazirah,0
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, Central Darfur,70385
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, East Darfur,0
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, Khartoum,1500
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, North Darfur,2350
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, North Kordofan,0
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, Sennar,0
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, South Darfur,5000
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, South Kordofan,0
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, West Darfur,1500
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, West Kordofan,0
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,80735,16147,80735,0, White Nile,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, Aj Jazirah,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, Central Darfur,98330
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, East Darfur,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, Khartoum,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, North Darfur,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, North Kordofan,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, Sennar,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, South Darfur,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, South Kordofan,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, West Darfur,4500
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, West Kordofan,0
Central Darfur,SD06,Zalingi,SD06138,102830,20566,102830,0, White Nile,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, Aj Jazirah,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, Central Darfur,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, East Darfur,1250
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, Khartoum,40610
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, North Darfur,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, North Kordofan,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, Sennar,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, South Darfur,2100
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, South Kordofan,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, West Darfur,0
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, West Kordofan,665
East Darfur,SD05,Abu Jabrah,SD05140,44625,8925,44625,0, White Nile,0
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, Aj Jazirah,200
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, Central Darfur,0
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, East Darfur,9950
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, Khartoum,31610
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, North Darfur,330
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, North Kordofan,0
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, Sennar,0
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, South Darfur,25
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, South Kordofan,0
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, West Darfur,0
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, West Kordofan,0
East Darfur,SD05,Abu Karinka,SD05155,42115,8423,42115,0, White Nile,0
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, Aj Jazirah,0
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, Central Darfur,0
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, East Darfur,11450
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, Khartoum,36325
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, North Darfur,7815
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, North Kordofan,3910
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, Sennar,0
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, South Darfur,68005
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, South Kordofan,0
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, West Darfur,0
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, West Kordofan,65
